SampleDate,Fishery,FishNumber,Length,Weight,Gonad,gear,Age,District,Subdistrict
4/29/2018,4,295,253,205,5,5,4,326,21
4/29/2018,4,252,284,284,5,5,6,326,21
4/29/2018,4,397,292,325,5,5,7,326,21
4/29/2018,4,296,250,221,5,5,4,326,21
4/29/2018,4,398,267,261,5,5,28,326,21
4/29/2018,4,399,249,219,5,5,5,326,21
4/29/2018,4,294,290,310,5,5,7,326,21
4/29/2018,4,297,269,267,5,5,28,326,21
4/29/2018,4,307,265,236,3,5,4,326,21
4/29/2018,4,299,298,345,5,5,7,326,21
4/29/2018,4,309,301,376,5,5,8,326,21
4/29/2018,4,402,252,195,5,5,7,326,21
4/29/2018,4,403,260,202,5,5,5,326,21
4/29/2018,4,404,236,174,5,5,4,326,21
4/29/2018,4,405,253,216,5,5,28,326,21
4/29/2018,4,406,250,250,5,5,5,326,21
4/29/2018,4,300,307,350,5,5,28,326,21
4/29/2018,4,400,304,323,7,5,7,326,21
4/29/2018,4,303,331,437,5,5,10,326,21
4/29/2018,4,384,259,234,5,5,5,326,21
4/29/2018,4,302,255,255,5,5,5,326,21
4/29/2018,4,288,244,176,5,5,5,326,21
4/29/2018,4,385,251,227,5,5,4,326,21
4/29/2018,4,386,258,231,3,5,5,326,21
4/29/2018,4,387,256,201,7,5,5,326,21
4/29/2018,4,289,298,323,3,5,6,326,21
4/29/2018,4,388,285,332,5,5,28,326,21
4/29/2018,4,308,252,204,5,5,5,326,21
4/29/2018,4,390,264,231,5,5,5,326,21
4/29/2018,4,394,267,263,5,5,28,326,21
4/29/2018,4,304,250,186,5,5,5,326,21
4/29/2018,4,290,244,174,5,5,4,326,21
4/29/2018,4,305,286,273,5,5,5,326,21
4/29/2018,4,392,259,228,7,5,5,326,21
4/29/2018,4,306,252,208,5,5,4,326,21
4/29/2018,4,293,266,254,5,5,5,326,21
4/29/2018,4,393,281,277,5,5,28,326,21
4/29/2018,4,383,249,212,5,5,4,326,21
4/29/2018,4,389,255,210,5,5,6,326,21
4/29/2018,4,316,330,485,5,5,11,326,21
4/29/2018,4,244,256,209,7,5,6,326,21
4/29/2018,4,245,325,411,5,5,28,326,21
4/29/2018,4,246,306,397,3,5,6,326,21
4/29/2018,4,247,247,183,5,5,5,326,21
4/29/2018,4,312,317,420,5,5,7,326,21
4/29/2018,4,313,322,405,7,5,28,326,21
4/29/2018,4,314,240,177,5,5,4,326,21
4/29/2018,4,349,283,294,5,5,7,326,21
4/29/2018,4,315,320,465,5,5,8,326,21
4/29/2018,4,249,243,165,5,5,5,326,21
4/29/2018,4,317,303,302,7,5,8,326,21
4/29/2018,4,318,259,218,7,5,6,326,21
4/29/2018,4,319,303,387,5,5,7,326,21
4/29/2018,4,320,317,430,7,5,9,326,21
4/29/2018,4,321,266,255,5,5,6,326,21
4/29/2018,4,322,240,164,5,5,5,326,21
4/29/2018,4,323,251,201,7,5,4,326,21
4/29/2018,4,324,248,178,5,5,5,326,21
4/29/2018,4,248,314,352,5,5,10,326,21
4/29/2018,4,345,250,204,5,5,29,326,21
4/29/2018,4,228,312,400,5,5,10,326,21
4/29/2018,4,229,265,243,5,5,29,326,21
4/29/2018,4,230,283,362,5,5,28,326,21
4/29/2018,4,232,262,238,5,5,6,326,21
4/29/2018,4,233,257,212,5,5,5,326,21
4/29/2018,4,234,259,203,5,5,5,326,21
4/29/2018,4,375,293,374,5,5,7,326,21
4/29/2018,4,235,308,435,5,5,9,326,21
4/29/2018,4,2,260,195,5,5,4,326,21
4/29/2018,4,237,313,444,5,5,28,326,21
4/29/2018,4,1,297,332,5,5,9,326,21
4/29/2018,4,238,331,562,5,5,12,326,21
4/29/2018,4,239,289,318,5,5,8,326,21
4/29/2018,4,240,330,432,7,5,10,326,21
4/29/2018,4,301,330,441,8,5,28,326,21
4/29/2018,4,242,322,486,5,5,8,326,21
4/29/2018,4,243,261,224,5,5,5,326,21
4/29/2018,4,250,267,243,5,5,5,326,21
4/29/2018,4,327,295,397,5,5,7,326,21
4/29/2018,4,236,305,406,3,5,8,326,21
4/29/2018,4,354,293,332,5,5,10,326,21
4/29/2018,4,325,274,250,3,5,4,326,21
4/29/2018,4,350,287,299,5,5,7,326,21
4/29/2018,4,256,280,318,5,5,7,326,21
4/29/2018,4,257,283,321,5,5,5,326,21
4/29/2018,4,258,260,242,5,5,5,326,21
4/29/2018,4,259,253,200,5,5,28,326,21
4/29/2018,4,260,265,240,5,5,5,326,21
4/29/2018,4,352,259,212,5,5,5,326,21
4/29/2018,4,254,249,170,5,5,5,326,21
4/29/2018,4,353,274,298,5,5,4,326,21
4/29/2018,4,253,275,261,5,5,6,326,21
4/29/2018,4,264,261,238,5,5,5,326,21
4/29/2018,4,265,262,249,5,5,6,326,21
4/29/2018,4,355,254,204,5,5,5,326,21
4/29/2018,4,356,290,320,5,5,7,326,21
4/29/2018,4,266,298,336,5,5,28,326,21
4/29/2018,4,267,260,206,5,5,4,326,21
4/29/2018,4,268,297,347,5,5,11,326,21
4/29/2018,4,357,281,283,5,5,6,326,21
4/29/2018,4,263,261,264,5,5,5,326,21
4/29/2018,4,338,267,240,5,5,5,326,21
4/29/2018,4,358,257,203,5,5,5,326,21
4/29/2018,4,328,254,195,5,5,6,326,21
4/29/2018,4,329,299,387,5,5,11,326,21
4/29/2018,4,330,292,357,5,5,7,326,21
4/29/2018,4,332,252,239,5,5,4,326,21
4/29/2018,4,333,250,190,5,5,4,326,21
4/29/2018,4,334,252,193,7,5,4,326,21
4/29/2018,4,335,315,428,5,5,8,326,21
4/29/2018,4,255,248,204,5,5,28,326,21
4/29/2018,4,337,322,376,7,5,9,326,21
4/29/2018,4,326,303,354,5,5,9,326,21
4/29/2018,4,339,282,292,5,5,5,326,21
4/29/2018,4,340,309,364,7,5,8,326,21
4/29/2018,4,343,265,237,5,5,4,326,21
4/29/2018,4,344,302,375,5,5,8,326,21
4/29/2018,4,346,232,156,5,5,4,326,21
4/29/2018,4,396,243,190,5,5,4,326,21
4/29/2018,4,348,268,205,7,5,5,326,21
4/29/2018,4,407,254,205,5,5,6,326,21
4/29/2018,4,336,296,339,5,5,28,326,21
4/29/2018,4,143,284,299,5,5,7,326,21
4/29/2018,4,139,299,305,7,5,7,326,21
4/29/2018,4,140,242,165,7,5,6,326,21
4/29/2018,4,29,260,209,5,5,5,326,21
4/29/2018,4,30,251,178,5,5,4,326,21
4/29/2018,4,33,259,222,5,5,5,326,21
4/29/2018,4,34,312,407,7,5,28,326,21
4/29/2018,4,35,322,344,7,5,9,326,21
4/29/2018,4,145,253,210,5,5,5,326,21
4/29/2018,4,142,320,466,5,5,9,326,21
4/29/2018,4,136,259,231,7,5,7,326,21
4/29/2018,4,37,232,150,5,5,28,326,21
4/29/2018,4,38,333,500,5,5,9,326,21
4/29/2018,4,39,269,240,5,5,6,326,21
4/29/2018,4,40,293,331,5,5,9,326,21
4/29/2018,4,144,273,274,5,5,6,326,21
4/29/2018,4,42,300,319,7,5,4,326,21
4/29/2018,4,43,297,395,5,5,7,326,21
4/29/2018,4,18,317,353,7,5,28,326,21
4/29/2018,4,36,323,466,5,5,10,326,21
4/29/2018,4,132,317,395,7,5,13,326,21
4/29/2018,4,126,318,366,7,5,28,326,21
4/29/2018,4,19,310,431,5,5,8,326,21
4/29/2018,4,20,259,221,5,5,5,326,21
4/29/2018,4,127,251,184,5,5,5,326,21
4/29/2018,4,128,262,217,5,5,5,326,21
4/29/2018,4,21,315,452,5,5,28,326,21
4/29/2018,4,23,259,192,7,5,6,326,21
4/29/2018,4,129,293,284,5,5,7,326,21
4/29/2018,4,138,251,192,5,5,5,326,21
4/29/2018,4,24,310,415,5,5,8,326,21
4/29/2018,4,137,240,183,5,5,4,326,21
4/29/2018,4,133,324,378,5,5,7,326,21
4/29/2018,4,25,284,254,7,5,5,326,21
4/29/2018,4,26,306,343,5,5,6,326,21
4/29/2018,4,134,256,185,5,5,5,326,21
4/29/2018,4,27,312,350,7,5,8,326,21
4/29/2018,4,28,280,317,5,5,6,326,21
4/29/2018,4,135,319,452,5,5,9,326,21
4/29/2018,4,408,259,231,5,5,28,326,21
4/29/2018,4,130,253,190,3,5,5,326,21
4/29/2018,4,65,263,252,5,5,5,326,21
4/29/2018,4,56,251,201,3,5,4,326,21
4/29/2018,4,57,250,196,7,5,4,326,21
4/29/2018,4,58,267,220,5,5,5,326,21
4/29/2018,4,59,258,234,5,5,6,326,21
4/29/2018,4,60,270,243,5,5,5,326,21
4/29/2018,4,62,250,194,3,5,5,326,21
4/29/2018,4,63,255,218,5,5,4,326,21
4/29/2018,4,44,255,218,5,5,5,326,21
4/29/2018,4,160,260,262,7,5,6,326,21
4/29/2018,4,54,306,385,5,5,8,326,21
4/29/2018,4,162,281,279,5,5,5,326,21
4/29/2018,4,66,261,252,5,5,5,326,21
4/29/2018,4,67,256,209,5,5,28,326,21
4/29/2018,4,68,346,606,5,5,10,326,21
4/29/2018,4,69,245,203,5,5,5,326,21
4/29/2018,4,163,264,241,5,5,5,326,21
4/29/2018,4,70,341,540,5,5,8,326,21
4/29/2018,4,227,322,517,5,5,13,326,21
4/29/2018,4,64,296,343,5,5,8,326,21
4/29/2018,4,53,268,226,7,5,5,326,21
4/29/2018,4,45,276,254,5,5,7,326,21
4/29/2018,4,395,303,366,7,5,28,326,21
4/29/2018,4,47,262,243,5,5,4,326,21
4/29/2018,4,147,261,220,7,5,28,326,21
4/29/2018,4,148,307,367,7,5,8,326,21
4/29/2018,4,48,311,431,5,5,9,326,21
4/29/2018,4,49,248,202,5,5,28,326,21
4/29/2018,4,50,265,249,5,5,5,326,21
4/29/2018,4,159,285,246,7,5,6,326,21
4/29/2018,4,150,307,383,5,5,7,326,21
4/29/2018,4,55,282,301,5,5,9,326,21
4/29/2018,4,152,257,250,5,5,5,326,21
4/29/2018,4,153,276,272,5,5,5,326,21
4/29/2018,4,154,259,196,5,5,4,326,21
4/29/2018,4,155,296,347,5,5,9,326,21
4/29/2018,4,156,303,345,5,5,7,326,21
4/29/2018,4,157,284,313,5,5,28,326,21
4/29/2018,4,158,310,370,5,5,28,326,21
4/29/2018,4,146,300,376,5,5,7,326,21
4/29/2018,4,149,307,398,5,5,11,326,21
4/29/2018,4,5,256,238,5,5,28,326,21
4/29/2018,4,202,291,291,7,5,8,326,21
4/29/2018,4,211,224,136,5,5,4,326,21
4/29/2018,4,11,253,200,5,5,5,326,21
4/29/2018,4,221,239,166,5,5,4,326,21
4/29/2018,4,310,277,310,5,5,5,326,21
4/29/2018,4,231,271,264,5,5,5,326,21
4/29/2018,4,3,266,248,5,5,6,326,21
4/29/2018,4,331,297,373,7,5,7,326,21
4/29/2018,4,4,249,200,5,5,5,326,21
4/29/2018,4,81,301,348,5,5,29,326,21
4/29/2018,4,125,326,491,5,5,7,326,21
4/29/2018,4,6,308,382,5,5,28,326,21
4/29/2018,4,103,256,216,5,5,5,326,21
4/29/2018,4,7,280,314,5,5,7,326,21
4/29/2018,4,8,259,182,7,5,5,326,21
4/29/2018,4,311,325,418,5,5,8,326,21
4/29/2018,4,347,252,177,7,5,4,326,21
4/29/2018,4,9,258,200,5,5,5,326,21
4/29/2018,4,241,265,224,5,5,5,326,21
4/29/2018,4,41,255,215,5,5,6,326,21
4/29/2018,4,46,270,216,5,5,28,326,21
4/29/2018,4,124,313,457,5,5,11,326,21
4/29/2018,4,409,253,218,5,5,4,326,21
4/29/2018,4,410,247,186,5,5,4,326,21
4/29/2018,4,121,244,191,5,5,4,326,21
4/29/2018,4,22,266,225,5,5,6,326,21
4/29/2018,4,131,312,427,5,5,8,326,21
4/29/2018,4,141,239,184,5,5,4,326,21
4/29/2018,4,201,261,263,5,5,5,326,21
4/29/2018,4,32,289,302,5,5,6,326,21
4/29/2018,4,181,323,535,5,5,9,326,21
4/29/2018,4,51,286,312,5,5,6,326,21
4/29/2018,4,52,251,213,5,5,4,326,21
4/29/2018,4,151,264,249,5,5,5,326,21
4/29/2018,4,61,267,242,5,5,5,326,21
4/29/2018,4,161,241,163,5,5,7,326,21
4/29/2018,4,71,331,470,5,5,11,326,21
4/29/2018,4,171,266,214,5,5,5,326,21
4/29/2018,4,191,298,368,5,5,7,326,21
4/29/2018,4,31,273,248,5,5,6,326,21
4/29/2018,4,13,262,222,3,5,28,326,21
4/29/2018,4,115,287,290,5,5,12,326,21
4/29/2018,4,116,258,255,5,5,6,326,21
4/29/2018,4,291,292,336,5,5,9,326,21
4/29/2018,4,292,252,213,5,5,5,326,21
4/29/2018,4,117,308,373,5,5,7,326,21
4/29/2018,4,118,249,192,5,5,5,326,21
4/29/2018,4,119,253,237,5,5,28,326,21
4/29/2018,4,120,323,434,7,5,28,326,21
4/29/2018,4,391,268,265,5,5,5,326,21
4/29/2018,4,401,293,319,5,5,7,326,21
4/29/2018,4,16,244,187,3,5,7,326,21
4/29/2018,4,14,263,241,5,5,9,326,21
4/29/2018,4,15,296,350,7,5,8,326,21
4/29/2018,4,101,233,142,7,5,4,326,21
4/29/2018,4,122,251,204,5,5,5,326,21
4/29/2018,4,341,252,196,5,5,5,326,21
4/29/2018,4,123,299,390,5,5,10,326,21
4/29/2018,4,91,262,228,5,5,4,326,21
4/29/2018,4,17,310,446,5,5,11,326,21
4/29/2018,4,12,308,426,5,5,7,326,21
4/29/2018,4,105,230,162,5,5,5,326,21
4/29/2018,4,114,267,253,5,5,5,326,21
4/29/2018,4,342,254,197,5,5,4,326,21
4/29/2018,4,104,270,260,5,5,5,326,21
4/29/2018,4,251,264,229,5,5,5,326,21
4/29/2018,4,106,279,308,5,5,8,326,21
4/29/2018,4,351,258,221,3,5,5,326,21
4/29/2018,4,261,287,333,5,5,5,326,21
4/29/2018,4,262,279,301,5,5,8,326,21
4/29/2018,4,107,306,395,5,5,9,326,21
4/29/2018,4,108,318,483,5,5,28,326,21
4/29/2018,4,113,306,379,5,5,8,326,21
4/29/2018,4,109,314,377,5,5,8,326,21
4/29/2018,4,110,307,370,5,5,28,326,21
4/29/2018,4,371,258,196,5,5,5,326,21
4/29/2018,4,281,251,207,5,5,4,326,21
4/29/2018,4,112,259,223,5,5,5,326,21
4/29/2018,4,381,256,209,5,5,6,326,21
4/29/2018,4,10,246,172,7,5,5,326,21
4/29/2018,4,271,260,234,5,5,5,326,21
4/29/2018,4,82,301,344,5,5,7,326,21
4/29/2018,4,83,266,210,7,5,9,326,21
4/29/2018,4,178,246,197,5,5,5,326,21
4/29/2018,4,85,252,200,5,5,5,326,21
4/29/2018,4,86,265,229,5,5,7,326,21
4/29/2018,4,87,319,428,5,5,10,326,21
4/29/2018,4,177,255,192,5,5,4,326,21
4/29/2018,4,88,243,179,5,5,4,326,21
4/29/2018,4,89,263,251,5,5,5,326,21
4/29/2018,4,84,256,214,7,5,4,326,21
4/29/2018,4,90,245,188,5,5,5,326,21
4/29/2018,4,92,316,402,5,5,28,326,21
4/29/2018,4,94,284,367,5,5,7,326,21
4/29/2018,4,182,325,479,5,5,28,326,21
4/29/2018,4,179,311,383,3,5,6,326,21
4/29/2018,4,180,301,308,5,5,7,326,21
4/29/2018,4,80,327,487,5,5,10,326,21
4/29/2018,4,168,273,280,5,5,6,326,21
4/29/2018,4,95,327,512,5,5,13,326,21
4/29/2018,4,93,258,207,7,5,4,326,21
4/29/2018,4,76,260,233,3,5,5,326,21
4/29/2018,4,185,323,521,8,5,8,326,21
4/29/2018,4,226,305,363,5,5,9,326,21
4/29/2018,4,72,263,229,5,5,5,326,21
4/29/2018,4,73,315,427,5,5,10,326,21
4/29/2018,4,164,251,206,5,5,4,326,21
4/29/2018,4,74,300,342,5,5,5,326,21
4/29/2018,4,165,270,241,5,5,28,326,21
4/29/2018,4,166,244,179,5,5,5,326,21
4/29/2018,4,75,233,153,5,5,4,326,21
4/29/2018,4,169,266,250,5,5,5,326,21
4/29/2018,4,176,294,356,5,5,8,326,21
4/29/2018,4,170,263,231,5,5,5,326,21
4/29/2018,4,172,270,248,5,5,5,326,21
4/29/2018,4,77,260,259,5,5,5,326,21
4/29/2018,4,173,295,367,5,5,8,326,21
4/29/2018,4,78,260,203,5,5,6,326,21
4/29/2018,4,174,242,215,5,5,4,326,21
4/29/2018,4,79,261,204,7,5,4,326,21
4/29/2018,4,102,303,365,7,5,7,326,21
4/29/2018,4,175,247,189,5,5,4,326,21
4/29/2018,4,167,273,297,5,5,5,326,21
4/29/2018,4,216,300,356,5,5,5,326,21
4/29/2018,4,206,255,231,5,5,5,326,21
4/29/2018,4,207,263,251,5,5,6,326,21
4/29/2018,4,208,284,323,5,5,28,326,21
4/29/2018,4,209,259,246,5,5,5,326,21
4/29/2018,4,210,308,343,7,5,9,326,21
4/29/2018,4,212,324,494,5,5,11,326,21
4/29/2018,4,213,311,388,5,5,9,326,21
4/29/2018,4,205,248,194,5,5,28,326,21
4/29/2018,4,215,263,217,5,5,29,326,21
4/29/2018,4,217,323,475,5,5,7,326,21
4/29/2018,4,218,302,340,5,5,8,326,21
4/29/2018,4,220,261,229,5,5,5,326,21
4/29/2018,4,225,246,197,5,5,5,326,21
4/29/2018,4,224,254,196,7,5,5,326,21
4/29/2018,4,223,244,205,5,5,4,326,21
4/29/2018,4,222,319,434,5,5,11,326,21
4/29/2018,4,183,278,279,5,5,5,326,21
4/29/2018,4,96,255,210,7,5,5,326,21
4/29/2018,4,214,288,335,5,5,8,326,21
4/29/2018,4,99,328,482,5,5,12,326,21
4/29/2018,4,97,239,169,7,5,4,326,21
4/29/2018,4,184,242,192,5,5,5,326,21
4/29/2018,4,219,330,445,5,5,28,326,21
4/29/2018,4,204,316,434,5,5,9,326,21
4/29/2018,4,186,254,191,5,5,4,326,21
4/29/2018,4,187,261,260,7,5,5,326,21
4/29/2018,4,98,250,213,5,5,5,326,21
4/29/2018,4,189,260,238,5,5,28,326,21
4/29/2018,4,190,267,240,5,5,4,326,21
4/29/2018,4,198,300,377,5,5,7,326,21
4/29/2018,4,193,326,587,5,5,9,326,21
4/29/2018,4,194,288,349,3,5,6,326,21
4/29/2018,4,195,284,301,7,5,5,326,21
4/29/2018,4,203,300,369,5,5,7,326,21
4/29/2018,4,196,253,201,5,5,28,326,21
4/29/2018,4,197,253,191,5,5,5,326,21
4/29/2018,4,192,294,299,7,5,10,326,21
4/29/2018,4,188,301,407,5,5,28,326,21
4/29/2018,4,200,290,330,5,5,6,326,21
4/29/2018,4,199,317,483,5,5,10,326,21
4/29/2018,4,407,245,197,5,5,5,326,12
4/29/2018,4,406,235,162,5,5,4,326,12
4/29/2018,4,405,249,201,5,5,4,326,12
4/29/2018,4,404,307,423,5,5,8,326,12
4/29/2018,4,403,280,332,3,5,6,326,12
4/29/2018,4,400,294,339,5,5,10,326,12
4/29/2018,4,408,238,187,5,5,28,326,12
4/29/2018,4,266,307,363,3,5,7,326,12
4/29/2018,4,399,257,249,3,5,4,326,12
4/29/2018,4,398,309,399,7,5,11,326,12
4/29/2018,4,402,249,195,7,5,4,326,12
4/29/2018,4,409,310,382,5,5,8,326,12
4/29/2018,4,410,266,233,5,5,28,326,12
4/29/2018,4,13,255,237,5,5,5,326,12
4/29/2018,4,14,243,189,3,5,7,326,12
4/29/2018,4,15,299,382,5,5,8,326,12
4/29/2018,4,16,280,276,7,5,5,326,12
4/29/2018,4,17,332,524,5,5,8,326,12
4/29/2018,4,18,309,421,5,5,28,326,12
4/29/2018,4,20,292,371,5,5,8,326,12
4/29/2018,4,22,246,201,5,5,5,326,12
4/29/2018,4,23,292,335,5,5,8,326,12
4/29/2018,4,397,309,386,5,5,7,326,12
4/29/2018,4,377,241,187,7,5,4,326,12
4/29/2018,4,19,299,362,3,5,8,326,12
4/29/2018,4,385,302,355,7,5,8,326,12
4/29/2018,4,373,267,248,5,5,6,326,12
4/29/2018,4,374,260,223,7,5,4,326,12
4/29/2018,4,375,253,238,5,5,28,326,12
4/29/2018,4,376,304,385,5,5,8,326,12
4/29/2018,4,48,255,230,7,5,5,326,12
4/29/2018,4,378,262,239,5,5,4,326,12
4/29/2018,4,24,308,396,5,5,28,326,12
4/29/2018,4,380,280,297,5,5,4,326,12
4/29/2018,4,382,247,176,7,5,28,326,12
4/29/2018,4,261,273,263,3,5,5,326,12
4/29/2018,4,379,256,202,7,5,5,326,12
4/29/2018,4,384,307,364,5,5,8,326,12
4/29/2018,4,396,316,425,5,5,29,326,12
4/29/2018,4,386,301,400,5,5,9,326,12
4/29/2018,4,387,271,272,3,5,6,326,12
4/29/2018,4,388,258,228,5,5,4,326,12
4/29/2018,4,389,245,196,3,5,5,326,12
4/29/2018,4,390,245,191,3,5,4,326,12
4/29/2018,4,391,247,188,5,5,4,326,12
4/29/2018,4,392,236,177,5,5,4,326,12
4/29/2018,4,393,265,247,5,5,5,326,12
4/29/2018,4,394,235,189,3,5,29,326,12
4/29/2018,4,395,274,270,5,5,5,326,12
4/29/2018,4,383,322,432,5,5,8,326,12
4/29/2018,4,69,301,383,5,5,9,326,12
4/29/2018,4,46,282,291,7,5,8,326,12
4/29/2018,4,57,302,379,5,5,8,326,12
4/29/2018,4,58,252,216,3,5,5,326,12
4/29/2018,4,59,319,391,5,5,11,326,12
4/29/2018,4,60,238,162,3,5,4,326,12
4/29/2018,4,62,239,165,5,5,4,326,12
4/29/2018,4,63,237,169,5,5,4,326,12
4/29/2018,4,64,296,393,5,5,7,326,12
4/29/2018,4,65,254,204,5,5,5,326,12
4/29/2018,4,66,235,180,5,5,4,326,12
4/29/2018,4,55,253,227,3,5,5,326,12
4/29/2018,4,68,241,213,3,5,5,326,12
4/29/2018,4,54,254,214,5,5,4,326,12
4/29/2018,4,70,249,187,5,5,5,326,12
4/29/2018,4,72,229,175,3,5,4,326,12
4/29/2018,4,73,316,428,5,5,28,326,12
4/29/2018,4,74,294,413,3,5,10,326,12
4/29/2018,4,75,242,176,3,5,5,326,12
4/29/2018,4,76,290,282,7,5,7,326,12
4/29/2018,4,77,271,250,5,5,6,326,12
4/29/2018,4,78,294,334,5,5,8,326,12
4/29/2018,4,79,316,429,5,5,9,326,12
4/29/2018,4,80,318,435,5,5,9,326,12
4/29/2018,4,82,293,373,3,5,29,326,12
4/29/2018,4,67,324,435,5,5,11,326,12
4/29/2018,4,40,243,184,5,5,4,326,12
4/29/2018,4,26,228,179,5,5,4,326,12
4/29/2018,4,27,256,214,5,5,4,326,12
4/29/2018,4,28,253,215,5,5,28,326,12
4/29/2018,4,29,297,369,3,5,9,326,12
4/29/2018,4,30,256,199,5,5,28,326,12
4/29/2018,4,33,251,197,7,5,5,326,12
4/29/2018,4,34,262,238,5,5,28,326,12
4/29/2018,4,35,268,259,5,5,5,326,12
4/29/2018,4,36,303,417,3,5,8,326,12
4/29/2018,4,37,235,159,5,5,4,326,12
4/29/2018,4,56,260,242,5,5,5,326,12
4/29/2018,4,39,329,380,7,5,8,326,12
4/29/2018,4,25,237,165,5,5,4,326,12
4/29/2018,4,42,316,498,5,5,28,326,12
4/29/2018,4,43,240,169,7,5,5,326,12
4/29/2018,4,44,312,408,3,5,10,326,12
4/29/2018,4,45,242,174,5,5,4,326,12
4/29/2018,4,368,254,215,5,5,5,326,12
4/29/2018,4,47,240,194,3,5,5,326,12
4/29/2018,4,343,259,220,7,5,5,326,12
4/29/2018,4,49,255,205,5,5,5,326,12
4/29/2018,4,50,300,328,7,5,8,326,12
4/29/2018,4,52,237,166,5,5,4,326,12
4/29/2018,4,53,277,265,5,5,7,326,12
4/29/2018,4,38,261,281,5,5,29,326,12
4/29/2018,4,191,254,215,5,5,5,326,12
4/29/2018,4,151,252,210,5,5,5,326,12
4/29/2018,4,296,268,284,7,5,8,326,12
4/29/2018,4,297,238,178,7,5,4,326,12
4/29/2018,4,298,236,169,5,5,4,326,12
4/29/2018,4,299,308,485,5,5,29,326,12
4/29/2018,4,161,299,436,5,5,9,326,12
4/29/2018,4,300,257,218,7,5,5,326,12
4/29/2018,4,302,308,424,5,5,9,326,12
4/29/2018,4,181,239,169,3,5,5,326,12
4/29/2018,4,303,309,392,5,5,11,326,12
4/29/2018,4,345,244,178,3,5,4,326,12
4/29/2018,4,305,293,333,5,5,8,326,12
4/29/2018,4,293,303,339,5,5,6,326,12
4/29/2018,4,306,254,246,5,5,5,326,12
4/29/2018,4,307,274,254,7,5,6,326,12
4/29/2018,4,201,270,262,7,5,5,326,12
4/29/2018,4,308,241,189,3,5,4,326,12
4/29/2018,4,309,304,393,3,5,8,326,12
4/29/2018,4,211,250,195,5,5,5,326,12
4/29/2018,4,310,255,205,7,5,5,326,12
4/29/2018,4,312,308,399,5,5,8,326,12
4/29/2018,4,313,243,197,3,5,4,326,12
4/29/2018,4,314,255,216,5,5,5,326,12
4/29/2018,4,304,300,334,5,5,8,326,12
4/29/2018,4,1,338,486,5,5,9,326,12
4/29/2018,4,83,258,224,3,5,7,326,12
4/29/2018,4,235,263,224,5,5,6,326,12
4/29/2018,4,277,310,416,7,5,9,326,12
4/29/2018,4,278,256,221,3,5,5,326,12
4/29/2018,4,279,245,179,5,5,4,326,12
4/29/2018,4,280,248,224,3,5,6,326,12
4/29/2018,4,282,268,234,3,5,4,326,12
4/29/2018,4,283,287,338,5,5,6,326,12
4/29/2018,4,284,272,326,5,5,7,326,12
4/29/2018,4,285,235,177,5,5,5,326,12
4/29/2018,4,295,272,287,5,5,5,326,12
4/29/2018,4,111,244,169,5,5,4,326,12
4/29/2018,4,294,303,374,5,5,9,326,12
4/29/2018,4,2,244,177,5,5,6,326,12
4/29/2018,4,287,256,240,3,5,4,326,12
4/29/2018,4,288,294,356,5,5,8,326,12
4/29/2018,4,11,298,299,7,5,8,326,12
4/29/2018,4,121,233,190,5,5,4,326,12
